GID_0;NAME_0;GID_1;NAME_1;NL_NAME_1;GID_2;NAME_2;NL_NAME_2;GID_3;NAME_3;VARNAME_3;NL_NAME_3;TYPE_3;ENGTYPE_3;CC_3;HASC_3
CWL;Cowland;;;;;;;;;;;;;;
AND;Andorra;AND.1_1;Andorra la Vella;;;;;;;;;;;;
AND;Andorra;AND.2_1;Canillo;;;;;;;;;;;;
AND;Andorra;AND.3_1;Encamp;;;;;;;;;;;;
AND;Andorra;AND.4_1;Escaldes-Engordany;;;;;;;;;;;;
AND;Andorra;AND.5_1;La Massana;;;;;;;;;;;;
AND;Andorra;AND.6_1;Ordino;;;;;;;;;;;;
AND;Andorra;AND.7_1;Sant Julià de Lòria;;;;;;;;;;;;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.2_1;Eisenstadt;;AUT.1.2.1_1;Eisenstadt;;;Gemeinde;Municipality;10101;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.1_1;Eisenstadt Umgebung;;AUT.1.1.1_1;Breitenbrunn am Neusiedler See;;;Gemeinde;Municipality;10301;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.1_1;Eisenstadt Umgebung;;AUT.1.1.2_1;Donnerskirchen;;;Gemeinde;Municipality;10302;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.1_1;Eisenstadt Umgebung;;AUT.1.1.3_1;Großhöflein;;;Gemeinde;Municipality;10303;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.1_1;Eisenstadt Umgebung;;AUT.1.1.4_1;Hornstein;;;Gemeinde;Municipality;10304;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.1_1;Eisenstadt Umgebung;;AUT.1.1.5_1;Klingenbach;;;Gemeinde;Municipality;10305;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.1_1;Eisenstadt Umgebung;;AUT.1.1.6_1;Leithaprodersdorf;;;Gemeinde;Municipality;10306;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.1_1;Eisenstadt Umgebung;;AUT.1.1.7_1;Loretto;;;Gemeinde;Municipality;10320;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.1_1;Eisenstadt Umgebung;;AUT.1.1.8_1;Mörbisch am See;;;Gemeinde;Municipality;10307;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.1_1;Eisenstadt Umgebung;;AUT.1.1.9_1;Müllendorf;;;Gemeinde;Municipality;10308;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.1_1;Eisenstadt Umgebung;;AUT.1.1.10_1;Neufeld an der Leitha;;;Gemeinde;Municipality;10309;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.1_1;Eisenstadt Umgebung;;AUT.1.1.11_1;Oggau am Neusiedler See;;;Gemeinde;Municipality;10310;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.1_1;Eisenstadt Umgebung;;AUT.1.1.12_1;Oslip;;;Gemeinde;Municipality;10311;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.1_1;Eisenstadt Umgebung;;AUT.1.1.13_1;Purbach am Neusiedler See;;;Gemeinde;Municipality;10312;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.1_1;Eisenstadt Umgebung;;AUT.1.1.14_1;Sankt Margarethen im Burgenland;;;Gemeinde;Municipality;10313;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.1_1;Eisenstadt Umgebung;;AUT.1.1.15_1;Schützen am Gebirge;;;Gemeinde;Municipality;10314;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.1_1;Eisenstadt Umgebung;;AUT.1.1.16_1;Siegendorf;;;Gemeinde;Municipality;10315;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.1_1;Eisenstadt Umgebung;;AUT.1.1.17_1;Steinbrunn;;;Gemeinde;Municipality;10316;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.1_1;Eisenstadt Umgebung;;AUT.1.1.18_1;Stotzing;;;Gemeinde;Municipality;10321;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.1_1;Eisenstadt Umgebung;;AUT.1.1.19_1;Trausdorf an der Wulka;;;Gemeinde;Municipality;10317;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.1_1;Eisenstadt Umgebung;;AUT.1.1.20_1;Wimpassing an der Leitha;;;Gemeinde;Municipality;10318;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.1_1;Eisenstadt Umgebung;;AUT.1.1.21_1;Wulkaprodersdorf;;;Gemeinde;Municipality;10319;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.1_1;Eisenstadt Umgebung;;AUT.1.1.22_1;Zagersdorf;;;Gemeinde;Municipality;10323;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.1_1;Eisenstadt Umgebung;;AUT.1.1.23_1;Zillingtal;;;Gemeinde;Municipality;10322;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.3_1;Güssing;;AUT.1.3.1_1;Bildein;;;Gemeinde;Municipality;10426;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.3_1;Güssing;;AUT.1.3.2_1;Bocksdorf;;;Gemeinde;Municipality;10401;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.3_1;Güssing;;AUT.1.3.3_1;Burgauberg-Neudauberg;;;Gemeinde;Municipality;10402;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.3_1;Güssing;;AUT.1.3.4_1;Eberau;;;Gemeinde;Municipality;10403;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.3_1;Güssing;;AUT.1.3.5_1;Gerersdorf-Sulz;;;Gemeinde;Municipality;10404;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.3_1;Güssing;;AUT.1.3.6_1;Großmürbisch;;;Gemeinde;Municipality;10420;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.3_1;Güssing;;AUT.1.3.7_1;Güssing;;;Gemeinde;Municipality;10405;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.3_1;Güssing;;AUT.1.3.8_1;Güttenbach;;;Gemeinde;Municipality;10406;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.3_1;Güssing;;AUT.1.3.9_1;Hackerberg;;;Gemeinde;Municipality;10418;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.3_1;Güssing;;AUT.1.3.10_1;Heiligenbrunn;;;Gemeinde;Municipality;10407;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.3_1;Güssing;;AUT.1.3.11_1;Heugraben;;;Gemeinde;Municipality;10424;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.3_1;Güssing;;AUT.1.3.12_1;Inzenhof;;;Gemeinde;Municipality;10421;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.3_1;Güssing;;AUT.1.3.13_1;Kleinmürbisch;;;Gemeinde;Municipality;10422;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.3_1;Güssing;;AUT.1.3.14_1;Kukmirn;;;Gemeinde;Municipality;10408;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.3_1;Güssing;;AUT.1.3.15_1;Moschendorf;;;Gemeinde;Municipality;10428;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.3_1;Güssing;;AUT.1.3.16_1;Neuberg im Burgenland;;;Gemeinde;Municipality;10409;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.3_1;Güssing;;AUT.1.3.17_1;Neustift bei Güssing;;;Gemeinde;Municipality;10410;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.3_1;Güssing;;AUT.1.3.18_1;Olbendorf;;;Gemeinde;Municipality;10411;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.3_1;Güssing;;AUT.1.3.19_1;Ollersdorf im Burgenland;;;Gemeinde;Municipality;10412;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.3_1;Güssing;;AUT.1.3.20_1;Rauchwart;;;Gemeinde;Municipality;10427;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.3_1;Güssing;;AUT.1.3.21_1;Rohr im Burgenland;;;Gemeinde;Municipality;10425;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.3_1;Güssing;;AUT.1.3.22_1;Sankt Michael im Burgenland;;;Gemeinde;Municipality;10413;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.3_1;Güssing;;AUT.1.3.23_1;Stegersbach;;;Gemeinde;Municipality;10414;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.3_1;Güssing;;AUT.1.3.24_1;Stinatz;;;Gemeinde;Municipality;10415;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.3_1;Güssing;;AUT.1.3.25_1;Strem;;;Gemeinde;Municipality;10416;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.3_1;Güssing;;AUT.1.3.26_1;Tobaj;;;Gemeinde;Municipality;10417;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.3_1;Güssing;;AUT.1.3.27_1;Tschanigraben;;;Gemeinde;Municipality;10423;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.3_1;Güssing;;AUT.1.3.28_1;Wörterberg;;;Gemeinde;Municipality;10419;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.4_1;Jennersdorf;;AUT.1.4.1_1;Deutsch Kaltenbrunn;;;Gemeinde;Municipality;10501;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.4_1;Jennersdorf;;AUT.1.4.2_1;Eltendorf;;;Gemeinde;Municipality;10502;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.4_1;Jennersdorf;;AUT.1.4.3_1;Heiligenkreuz im Lafnitztal;;;Gemeinde;Municipality;10503;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.4_1;Jennersdorf;;AUT.1.4.4_1;Jennersdorf;;;Gemeinde;Municipality;10504;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.4_1;Jennersdorf;;AUT.1.4.5_1;Königsdorf;;;Gemeinde;Municipality;10511;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.4_1;Jennersdorf;;AUT.1.4.6_1;Minihof-Liebau;;;Gemeinde;Municipality;10505;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.4_1;Jennersdorf;;AUT.1.4.7_1;Mogersdorf;;;Gemeinde;Municipality;10506;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.4_1;Jennersdorf;;AUT.1.4.8_1;Mühlgraben;;;Gemeinde;Municipality;10512;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.4_1;Jennersdorf;;AUT.1.4.9_1;Neuhaus am Klausenbach;;;Gemeinde;Municipality;10507;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.4_1;Jennersdorf;;AUT.1.4.10_1;Rudersdorf;;;Gemeinde;Municipality;10508;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.4_1;Jennersdorf;;AUT.1.4.11_1;Sankt Martin an der Raab;;;Gemeinde;Municipality;10509;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.4_1;Jennersdorf;;AUT.1.4.12_1;Weichselbaum;;;Gemeinde;Municipality;10510;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.5_1;Mattersburg;;AUT.1.5.1_1;Antau;;;Gemeinde;Municipality;10616;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.5_1;Mattersburg;;AUT.1.5.2_1;Bad Sauerbrunn;;;Gemeinde;Municipality;10611;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.5_1;Mattersburg;;AUT.1.5.3_1;Baumgarten;;;Gemeinde;Municipality;10617;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.5_1;Mattersburg;;AUT.1.5.4_1;Draßburg;;;Gemeinde;Municipality;10601;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.5_1;Mattersburg;;AUT.1.5.5_1;Forchtenstein;;;Gemeinde;Municipality;10602;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.5_1;Mattersburg;;AUT.1.5.6_1;Hirm;;;Gemeinde;Municipality;10603;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.5_1;Mattersburg;;AUT.1.5.7_1;Krensdorf;;;Gemeinde;Municipality;10619;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.5_1;Mattersburg;;AUT.1.5.8_1;Loipersbach im Burgenland;;;Gemeinde;Municipality;10604;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.5_1;Mattersburg;;AUT.1.5.9_1;Marz;;;Gemeinde;Municipality;10605;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.5_1;Mattersburg;;AUT.1.5.10_1;Mattersburg;;;Gemeinde;Municipality;10606;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.5_1;Mattersburg;;AUT.1.5.11_1;Neudörfl;;;Gemeinde;Municipality;10607;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.5_1;Mattersburg;;AUT.1.5.12_1;Pöttelsdorf;;;Gemeinde;Municipality;10608;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.5_1;Mattersburg;;AUT.1.5.13_1;Pöttsching;;;Gemeinde;Municipality;10609;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.5_1;Mattersburg;;AUT.1.5.14_1;Rohrbach bei Mattersburg;;;Gemeinde;Municipality;10610;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.5_1;Mattersburg;;AUT.1.5.15_1;Schattendorf;;;Gemeinde;Municipality;10612;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.5_1;Mattersburg;;AUT.1.5.16_1;Sieggraben;;;Gemeinde;Municipality;10613;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.5_1;Mattersburg;;AUT.1.5.17_1;Sigleß;;;Gemeinde;Municipality;10614;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.5_1;Mattersburg;;AUT.1.5.18_1;Wiesen;;;Gemeinde;Municipality;10615;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.5_1;Mattersburg;;AUT.1.5.19_1;Zemendorf-Stöttera;;;Gemeinde;Municipality;10618;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.6_1;Neusiedl am See;;AUT.1.6.1_1;Andau;;;Gemeinde;Municipality;10701;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.6_1;Neusiedl am See;;AUT.1.6.2_1;Apetlon;;;Gemeinde;Municipality;10702;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.6_1;Neusiedl am See;;AUT.1.6.3_1;Bruckneudorf;;;Gemeinde;Municipality;10703;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.6_1;Neusiedl am See;;AUT.1.6.4_1;Deutsch Jahrndorf;;;Gemeinde;Municipality;10704;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.6_1;Neusiedl am See;;AUT.1.6.5_1;Frauenkirchen;;;Gemeinde;Municipality;10705;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.6_1;Neusiedl am See;;AUT.1.6.6_1;Gattendorf;;;Gemeinde;Municipality;10706;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.6_1;Neusiedl am See;;AUT.1.6.7_1;Gols;;;Gemeinde;Municipality;10707;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.6_1;Neusiedl am See;;AUT.1.6.8_1;Halbturn;;;Gemeinde;Municipality;10708;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.6_1;Neusiedl am See;;AUT.1.6.9_1;Illmitz;;;Gemeinde;Municipality;10709;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.6_1;Neusiedl am See;;AUT.1.6.10_1;Jois;;;Gemeinde;Municipality;10710;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.6_1;Neusiedl am See;;AUT.1.6.11_1;Kittsee;;;Gemeinde;Municipality;10711;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.6_1;Neusiedl am See;;AUT.1.6.12_1;Mönchhof;;;Gemeinde;Municipality;10712;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.6_1;Neusiedl am See;;AUT.1.6.13_1;Neudorf;;;Gemeinde;Municipality;10725;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.6_1;Neusiedl am See;;AUT.1.6.14_1;Neusiedl am See;;;Gemeinde;Municipality;10713;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.6_1;Neusiedl am See;;AUT.1.6.15_1;Nickelsdorf;;;Gemeinde;Municipality;10714;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.6_1;Neusiedl am See;;AUT.1.6.16_1;Pama;;;Gemeinde;Municipality;10715;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.6_1;Neusiedl am See;;AUT.1.6.17_1;Pamhagen;;;Gemeinde;Municipality;10716;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.6_1;Neusiedl am See;;AUT.1.6.18_1;Parndorf;;;Gemeinde;Municipality;10717;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.6_1;Neusiedl am See;;AUT.1.6.19_1;Podersdorf am See;;;Gemeinde;Municipality;10718;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.6_1;Neusiedl am See;;AUT.1.6.20_1;Sankt Andrä am Zicksee;;;Gemeinde;Municipality;10719;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.6_1;Neusiedl am See;;AUT.1.6.21_1;Tadten;;;Gemeinde;Municipality;10720;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.6_1;Neusiedl am See;;AUT.1.6.22_1;Wallern im Burgenland;;;Gemeinde;Municipality;10721;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.6_1;Neusiedl am See;;AUT.1.6.23_1;Weiden am See;;;Gemeinde;Municipality;10722;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.6_1;Neusiedl am See;;AUT.1.6.24_1;Winden am See;;;Gemeinde;Municipality;10723;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.6_1;Neusiedl am See;;AUT.1.6.25_1;Zurndorf;;;Gemeinde;Municipality;10724;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.7_1;Oberpullendorf;;AUT.1.7.1_1;Deutschkreutz;;;Gemeinde;Municipality;10801;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.7_1;Oberpullendorf;;AUT.1.7.2_1;Draßmarkt;;;Gemeinde;Municipality;10802;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.7_1;Oberpullendorf;;AUT.1.7.3_1;Frankenau-Unterpullendorf;;;Gemeinde;Municipality;10803;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.7_1;Oberpullendorf;;AUT.1.7.4_1;Großwarasdorf;;;Gemeinde;Municipality;10804;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.7_1;Oberpullendorf;;AUT.1.7.5_1;Horitschon;;;Gemeinde;Municipality;10805;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.7_1;Oberpullendorf;;AUT.1.7.6_1;Kaisersdorf;;;Gemeinde;Municipality;10806;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.7_1;Oberpullendorf;;AUT.1.7.7_1;Kobersdorf;;;Gemeinde;Municipality;10807;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.7_1;Oberpullendorf;;AUT.1.7.8_1;Lackenbach;;;Gemeinde;Municipality;10808;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.7_1;Oberpullendorf;;AUT.1.7.9_1;Lackendorf;;;Gemeinde;Municipality;10824;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.7_1;Oberpullendorf;;AUT.1.7.10_1;Lockenhaus;;;Gemeinde;Municipality;10809;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.7_1;Oberpullendorf;;AUT.1.7.11_1;Lutzmannsburg;;;Gemeinde;Municipality;10810;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.7_1;Oberpullendorf;;AUT.1.7.12_1;Mannersdorf an der Rabnitz;;;Gemeinde;Municipality;10811;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.7_1;Oberpullendorf;;AUT.1.7.13_1;Markt Sankt Martin;;;Gemeinde;Municipality;10812;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.7_1;Oberpullendorf;;AUT.1.7.14_1;Neckenmarkt;;;Gemeinde;Municipality;10813;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.7_1;Oberpullendorf;;AUT.1.7.15_1;Neutal;;;Gemeinde;Municipality;10814;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.7_1;Oberpullendorf;;AUT.1.7.16_1;Nikitsch;;;Gemeinde;Municipality;10815;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.7_1;Oberpullendorf;;AUT.1.7.17_1;Oberloisdorf;;;Gemeinde;Municipality;10828;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.7_1;Oberpullendorf;;AUT.1.7.18_1;Oberpullendorf;;;Gemeinde;Municipality;10816;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.7_1;Oberpullendorf;;AUT.1.7.19_1;Pilgersdorf;;;Gemeinde;Municipality;10817;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.7_1;Oberpullendorf;;AUT.1.7.20_1;Piringsdorf;;;Gemeinde;Municipality;10818;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.7_1;Oberpullendorf;;AUT.1.7.21_1;Raiding;;;Gemeinde;Municipality;10819;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.7_1;Oberpullendorf;;AUT.1.7.22_1;Ritzing;;;Gemeinde;Municipality;10820;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.7_1;Oberpullendorf;;AUT.1.7.23_1;Steinberg-Dörfl;;;Gemeinde;Municipality;10821;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.7_1;Oberpullendorf;;AUT.1.7.24_1;Stoob;;;Gemeinde;Municipality;10822;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.7_1;Oberpullendorf;;AUT.1.7.25_1;Unterfrauenhaid;;;Gemeinde;Municipality;10825;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.7_1;Oberpullendorf;;AUT.1.7.26_1;Unterrabnitz-Schwendgraben;;;Gemeinde;Municipality;10826;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.7_1;Oberpullendorf;;AUT.1.7.27_1;Weingraben;;;Gemeinde;Municipality;10827;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.7_1;Oberpullendorf;;AUT.1.7.28_1;Weppersdorf;;;Gemeinde;Municipality;10823;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.8_1;Oberwart;;AUT.1.8.1_1;Bad Tatzmannsdorf;;;Gemeinde;Municipality;10901;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.8_1;Oberwart;;AUT.1.8.2_1;Badersdorf;;;Gemeinde;Municipality;10931;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.8_1;Oberwart;;AUT.1.8.3_1;Bernstein;;;Gemeinde;Municipality;10902;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.8_1;Oberwart;;AUT.1.8.4_1;Deutsch Schützen-Eisenberg;;;Gemeinde;Municipality;10903;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.8_1;Oberwart;;AUT.1.8.5_1;Grafenschachen;;;Gemeinde;Municipality;10904;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.8_1;Oberwart;;AUT.1.8.6_1;Großpetersdorf;;;Gemeinde;Municipality;10905;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.8_1;Oberwart;;AUT.1.8.7_1;Hannersdorf;;;Gemeinde;Municipality;10906;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.8_1;Oberwart;;AUT.1.8.8_1;Jabing;;;Gemeinde;Municipality;10930;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.8_1;Oberwart;;AUT.1.8.9_1;Kemeten;;;Gemeinde;Municipality;10907;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.8_1;Oberwart;;AUT.1.8.10_1;Kohfidisch;;;Gemeinde;Municipality;10908;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.8_1;Oberwart;;AUT.1.8.11_1;Litzelsdorf;;;Gemeinde;Municipality;10909;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.8_1;Oberwart;;AUT.1.8.12_1;Loipersdorf-Kitzladen;;;Gemeinde;Municipality;10910;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.8_1;Oberwart;;AUT.1.8.13_1;Mariasdorf;;;Gemeinde;Municipality;10911;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.8_1;Oberwart;;AUT.1.8.14_1;Markt Allhau;;;Gemeinde;Municipality;10912;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.8_1;Oberwart;;AUT.1.8.15_1;Markt Neuhodis;;;Gemeinde;Municipality;10913;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.8_1;Oberwart;;AUT.1.8.16_1;Mischendorf;;;Gemeinde;Municipality;10914;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.8_1;Oberwart;;AUT.1.8.17_1;Neustift an der Lafnitz;;;Gemeinde;Municipality;10929;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.8_1;Oberwart;;AUT.1.8.18_1;Oberdorf im Burgenland;;;Gemeinde;Municipality;10915;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.8_1;Oberwart;;AUT.1.8.19_1;Oberschützen;;;Gemeinde;Municipality;10916;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.8_1;Oberwart;;AUT.1.8.20_1;Oberwart;;;Gemeinde;Municipality;10917;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.8_1;Oberwart;;AUT.1.8.21_1;Pinkafeld;;;Gemeinde;Municipality;10918;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.8_1;Oberwart;;AUT.1.8.22_1;Rechnitz;;;Gemeinde;Municipality;10919;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.8_1;Oberwart;;AUT.1.8.23_1;Riedlingsdorf;;;Gemeinde;Municipality;10920;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.8_1;Oberwart;;AUT.1.8.24_1;Rotenturm an der Pinka;;;Gemeinde;Municipality;10921;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.8_1;Oberwart;;AUT.1.8.25_1;Schachendorf;;;Gemeinde;Municipality;10922;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.8_1;Oberwart;;AUT.1.8.26_1;Schandorf;;;Gemeinde;Municipality;10932;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.8_1;Oberwart;;AUT.1.8.27_1;Stadtschlaining;;;Gemeinde;Municipality;10923;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.8_1;Oberwart;;AUT.1.8.28_1;Unterkohlstätten;;;Gemeinde;Municipality;10924;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.8_1;Oberwart;;AUT.1.8.29_1;Unterwart;;;Gemeinde;Municipality;10925;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.8_1;Oberwart;;AUT.1.8.30_1;Weiden bei Rechnitz;;;Gemeinde;Municipality;10926;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.8_1;Oberwart;;AUT.1.8.31_1;Wiesfleck;;;Gemeinde;Municipality;10927;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.8_1;Oberwart;;AUT.1.8.32_1;Wolfau;;;Gemeinde;Municipality;10928;
AUT;Austria;AUT.1_1;Burgenland;;AUT.1.9_1;Rust;;AUT.1.9.1_1;Rust;;;Gemeinde;Municipality;10201;
